"rating","title","text","publishedDate"
"1","Avoid Air France at all cost","Avoid this air line at ALL COST.  The smell on the plane was horrible.  The food was horrible.  The bread was like brick.  But the worst part was they lose luggage that is not recoverable on a regular basis.  My husband and I were flying back from Germany to Paris to HOuston.  They required us to check our two carry on luggage.  I did not want to check my carry on because I had my heart medication  in this bag.  They insisted and said it would be at my final stop.  My husbands was but my carry was not.  We reported the lost luggage and was given a claim number to check the progress of the lost bag.  That night we got a call from South Africa which I could not answer.  When I called back in the morning they said they did not have my luggage. Why did they call.  Now I am having to call my Dr. to get my medication refilled.  My heart is pounding from all this stress.  Read all the negative before you decide to book with Air France.","2017-04-10"
"1","Stand by boarding pass although booked a ticket 2 months in advance","I used Air France airlines and flew to Paris for a week from March 30 to April 6 from Montreal. My return ticket info is Air France Flight 342, 6 Apr-Confirmation no. 3IS8A8. I purchased a return ticket in advance on Febr 6 2017. When I arrived to the CDG airport on April 6 three and a half hours prior the flight I was told that there was no seat for me on the flight and that I was on the waiting list. I was surprised since I never had such bad experience traveling with Air France. I asked the AF representative to help since I had to be home in Montreal (I have two kids and had to be at work on April 7), so she told be that most likely there would be no seat and I would stay for one more day in Paris. She recommended me to upgrade my ticket if I want to fly so much. I had no choice and paid additional $241.57.
I really feel stressed after that flight and most likely, I'll have to write bad reviews in all popular ticket flights websites. It just makes no sense to have no seat if you actually book a flight two months in advance. 
Due to the stressful situation I passed in the airport and the additional expenses on the upgrade seat – I assume I deserve a money compensation from Air France.","2017-04-09"
"5","Great service....HUGE airplane to Paris from San Francisco","The plane is HUGE--two decks but so quiet and smooth...even in the mild turbulence we had the plane handled it very well.  The service and staff were great and very helpful.  The food, wine, beverages were delicious.","2017-04-09"
"4","The weakest link in the chain sets the standard","What does it help that the service on your planes is in top when ground service is hopeless unprofessional? On march 10th we were booked on AF 442 which was to leave Paris 23.35. At check in in Copenhagen we were not informed about any irregularities, so I was deeply surprised when I red an SMS once seated in a lounge. It had been sent at 17.29 while we were on our way to the airport = the check in staff should have known about it.
It said that flight number and date had been changed. New departure 11th march 1000 on AF 442A. Apart from an apology no further information. Upon arrival in Paris an Air France employee was waiting at the gate with a signboard. Now we get further information I thought, but no. When we came close we saw that she was to take care of passengers for Johannesburg. We went downstairs in order to find an Air France counter, but found no Air France staff, so we called on the airport Information, who suggested us to go to terminal 2F. After a long search in vain we called on the airport information in this hall. They made some calls and told us to go to the Air France counter in section 2 on the first floor. We did, but there was no staff. Now we started getting desperate. Time was well over 23.00. Finally we found some Air France Employees in another section who was ready to help us. We got a hotel and meal voucher plus boarding card and were told to go to the TGV station from where there was a shuttle bus to the hotel.
It is a pretty long walk, and at a time we came to a gitter blocking the way. Fortunately we are i possession of courage to try side doors and managed to come to the station where we had been told to take the lift to 5th floor (why do Air France not have a folder with information in various languages and a map). Just as we found a lift and pressed five a member of the cleaning staff called us and told us that we should use the lift in the opposite side of the hall. Once at the 5th floor we saw a great information board with the names of a great number of hotels. As I speak french I had no problem reading the voucher we had been given to learn that the name of the hotel was mentioned in the text without being highlighted = it was written with the same typography as the rest of the text, so a passenger not knowing french would have been in great trouble. Knowing the name of the hotel we saw that we were to use the pink line shuttle bus which, of course, left at the same moment. More waiting but finally around midnight we reached the hotel together with a number of other passengers for Rio, who were just as frustrated and dissatisfied as we were as they had had the same problems finding Air France staff to help them. It did not make the mood any better when we learned that the kitchen was closed and we could not get any meal. Under pressure the reception managed to arrange some salad and bread plus something to drink, so at around 0100 we could go to bed. Knowing how long it had taken for the shuttle bus to reach the hotel on empty roads at night we decided to get up again at 05.30 and go to the airport without breakfast. It was a vice decision since we had to stand in line for more that 45 minutes as the passport control where only two - I repeat two - police officers were on duty to serve EU-citizens. OK - it had the advantage that at the following check of hand luggage  there was no kew. Dear Air France, I think it is unfair to the staff on your planes doing an excellent job that your ground service is of that very low and unprofessional standard, and I hope my report will inspire you to give this part of you service a kick in the right direction.","2017-04-09"
"1","Hope you like airport lounges.","Got the Stuttguart -Bordeaux flight only to discover that AF had put my luggage on the next flight.   Waited 2 extra hours in Bordeaux airport.   On the return flight, AF couldn't get the exit walkway to work in Paris.   Missed my AF connection flight.  Had to wait 4 hours for the next one.  30 minutes after we were supposed to have left we're told to disembark.   AF couldn't get their plane off the ground.   Advertised return flight duration: 7 hours.   Actual duration: 14 and counting.   Worst experience with any airline. ","2017-04-09"
"5","The best ","Air France with their new first class come back to the top !
Seat : perfect 
Services on board : perfect 
Service in the airport : perfect 
Food : perfect 
Wine : good

Thanks to Air France ","2017-04-09"
"4","Great flight and service","Cannot fault the flight to be honest. Seat is flatbed so very comfortable

Good food and service

Entertainment system is not the best, great large screen but poor content as always","2017-04-08"
"4","Good flight landed early","Codeshare with Flybe but quick and efficient

Coupons for food and drink onboard. However food looks nothing like the pictures

Friendlt and helpful staff","2017-04-08"
"3","Meh...","First time on Air France.  Quite possibly last time if I have other options available.  Flight was delayed (OK, this was due to the plane leaving Paris late due to weather).  However, the ground crew at LAX did not handle the delay well.  The gate was a complete circus - no order, people yelling, I had no idea where to line up.  When I got into the business class line, I was moved into another line.  Finally got to board but stopped at the door and was told ""there is a problem with your seat"".  I had picked a window seat but was changed at the gate to a center aisle seat right next to the bathrooms and food service.  Thanks - so glad I took the time to pick my seat.  Why did I bother?  When we entered the plane, it smelled of fish.  Really, the whole plane smelled awful.  Seat was OK, not great because it did not recline fully (lie flat bed).  Top half is fine, however the foot area is lower so you feel as though you are falling off of the seat.  Food was very average.  The appetizer and salad were fine.  Main course - I took two bites and that was it.  Overcooked, rubbery salmon swimming in a bland sauce.  Sorbet was probably the best thing I ate.  In flight entertainment was not as good as other biz class carriers.  Service was good - the flight attendants were very pleasant and helpful.  I arrived in Paris 45 mins late and made a dash for my connection which I luckily made with a few minutes to spare.  You need to do better Air France - update your planes, update your food and entertainment.","2017-04-08"
"3","Trip to South America","It was a regular overseas flight.We were transferred in Amsterdam for Beunos Aires.The aircraft was a Boeing 777. The cabinecrew was helpfull.But the catering was weak.","2017-04-08"
"5","Happy !!","I do not understand people who complain about Air France and the quality of service. They have one of the best customer service, always available ! I have been flying every month with this airline for the past 3 years and I had only 1 delay that was very well compensated and didn't have to make a fuss about it. Have you ever had issue with British Airways because that's were the customer service stop! 

Also people who are complaint about luggage or else, before reviewing get your facts straight, in 90% of airports around the world, your luggage is not handled by Air France but by a contracted company so don't blame them! (Cobalt for exemple for LHR). 

Thank you Airfrance for your continuous good service and continue like this!!","2017-04-07"
"3","Average flight","Unfortunately our flight was delayed. This can happen. The customer service took good care of us, and informed us via email that the flight would be delayed. We also saw this on our KLM App. 

We were unfortunate to be in a plane, which seemed to feel to me like it was a bit old. The TV facilities were upgraded (which is good) seats seemed quite small, especially when the person infront of you decides to lean back the seat pretty much straight away. 

Staff spoke english aswell, but predominantly french. Sometimes quite frustrating as you need to listen very carefully to understand what the captain and staff are saying on announcements. 

We encountered quite a bit of turbulence on this flight . 3-4 times for long periods. Which meant we could not go out of our seat to make use of the toilet facilities. 

Food was very average, service was barely to be seen. (perhaps because it was a night flight) and the landing wasnt great once we arrived in Paris. 

Think it is important that you get to hear overall experiences.","2017-04-07"
"4","Good staff, service and aircraft","The professional attitude of the crew exceeded expectation. The new cabin design in the B777 aircraft provides a comfortable seat and a pleasant flight experience. The entertainment system is very good. Baggage handling, the lounge and ground support added to the pleasant overall impression.","2017-04-07"
"4","Flying blue partnership","I am a platinum sky miles member and the benefits transfer over to flying blue mostly. My wife who travels with me at times does not get to higher medallion status many times because I am the road warrior. On Delta that is fine, wherever I'm seated is where she sits also. I usually get to sit in delta comfort or first class.  Air France gave me a hard time with this and refused to honor my status because my wife does not qualify. 

Okay I was annoyed, but the staff at the gate were very sweet and seated us in a three seat section just for the two of us. That made it so much better than being squished in the back. I was very thankful for this staff member at the Gate in CDG. The flight and service were excellent. The flight was half empty and most everyone was relaxed. It was great. Delta 8705 or AF 0218.

Food is good service also, they did a good job.","2017-03-09"
"4","Air France shows respect to their customers!","When we tried to board our flight on Sunday morning; we were told the plane had shrunk and were re-scheduled to a next day flight. If this would have been a North American airline (name it) we would have been left on our own pretty much with a vaucher or so. But with European airlines; as long as one flight segment touches Europe you can claim 600Euro per passenger (in addition of them offering hotel and meal vauchers). As a result; this additional night in Paris paid for our whole roundtrip air fair. My advice to you; when you have a chance to book an European airline vs North american (or others); I would strongly suggest a European one. In addition; their meal are typically a higher standard too! I definitely love Air France and AirItalia...","2017-03-08"
"4","French style","The flight SXM-OTP over the night was ok but the meals was not very good! I compare the meals with the meals offered in the KLM flight from OTP to SXM!","2017-03-08"
"3","good airline","good airline with nice staff and affordable tickets;
but food was not great and the legroom is very poor in economy.","2017-03-08"
"4","Great experience","Efficient and friendly service via Paris. Flights were on time. Great food. The only fault was the announcement informing you to board in the airport. Great facilities at CDG much better than Hesthrow.","2017-03-07"
"5","Best Airline","Fantastic customer service from all Air France staff.  Comfortable flight.  Has drink/snack bar open during the entire flight - an not limited to water and juice like some other airlines.  Menu cards are provided on each flight so you can easily make your meal choice in advance.  Food was better than most airlines.  All alcohol was included, no extra charges.  A favourite airline.","2017-03-07"
"2","Realy realy poor.","The business class was nearly the same as tourist class. 
We had 6 rows. As I was in the 1st, I had some more space, but the passenger behind me had his knees against my seat.
Lunch and dinner were disappointing and ordinary.","2017-03-06"
"3","Changed my seat without notice","The service was very polite. Food was great. Entertainment variety was OK. Room for the legs is kind of enough.
What ruined this generaly good experience was the fact that they changed my pre-booked aisle seat to a middle one which would had been a stopper for me.","2017-03-06"
"4","Business is not business in European flight","Buying a business class ticket we were surprised that the seats were not any more comfortable than on economy. Food and service was better quality but that does not justify the price difference.","2017-03-06"
"5","Easy Flight","Easy boarding after self booking in and printing boarding pass and baggage labels.. Friendly staff and very clean plane.","2017-03-06"
"3","Getting Better!","Last time I travel with them was on 2014 and it was ""ok"" now they have improve in the service, accueil, the food! Still not like business on Emirates but I have to say they are getting better.","2017-03-06"
"1","Flight attendants with ugly and unhelpful attitude!","Flight attendants with ugly and unhelpful attitude!
When I asked help in order to lift carry on I was informed by two different flight attendants that it was not their jobs to help, although I am a 72 years old woman.
Shame on them and on an airline that employs them!","2017-03-06"
"5","Air France Nails It","Air France got it right, at least in Business Class. Wonderful new business class flat beds, in the nice herringbone configuration that most airline companies have these days in Business, securing privacy and easy access to your seat wherever you sit. As a Diamond Medallion Delta card holder, besides Delta, I often fly KLM. Alitalia and Air France. So far Delta had on most flights the flatbeds already, followed by Alitalia and now Air France. KLM's new business class is similar to the Delta business class on continental flights, quite disappointing as it lacks the herringbone aisle access for all seats. The Air France seats are quite similar to the Cathay Pacific ones, they turn into wide flatbeds and have great storage space, even a small locker for your books, phone etc.
Air France worked hard on improving the service on board. I really felt welcome which is more work than just telling someone ""thank you for being a Diamond Medallion holder"" as I hear a hundred times on Delta flights. The flight attendants were hospitable, knowledgeable about the wines they served and checked in on me frequently in between services.
I made a stopover in Paris, very easy as long as you stick to Air France. If you fly Delta to Paris and then change to an Air France flight the stopover is a nightmare. Last time I had to make long walks, an air train and all of a sudden even a bus. Now I easily walked between terminal 2 E and F.
Last but not least, the food. Hard to get me enthusiastic about airline food but this was simply delicious. Elegantly served on nice plates, tasteful small snacks, good main dishes, cheese and a small selection of small deserts and sorbets. I forgot to notice that like Delta they also serve an express menu, so you can quickly eat and sleep right away. So I missed out on some sleep but I didn't mind it too much as I had such a pleasurable dinner.
Air France has some good deals lately in Business, check it out!","2017-03-05"
"4","Air France - Great Service & Updated Business Class","I recently traveled on AF (DL #8672 - I don't recall the AF flight #).  This was a 777.  The business class had the lie flat seats in the herringbone configuration (cocoon).  The seats were comfortable with plenty of space (I'm only 5'8"").  They also have a large screen.  These seats are so much better than the previous business class seats on AF (which they do still have i.e AF #378).  The meal served was excellent.  I fly AF quite frequently and I think they do have really good service overall.
I would just caution everybody to do their homework when booking flights to see if the plane has been updated (see my other review on AF).  I would definitely book another trip on AF in business class if it has the cocoon seats.","2017-03-05"
"4","Overall, Air France has great service, HOWEVER...","Flyers beware.  I'm a big fan of Air France.  I think, in general, they do have great service.  I fly them frequently and I have to say overall they are much better than most airlines in the US (obviously my opinion).  However I just took flight #378 from CDG to DTW.  It was a A340 (configuration 2-4-2 in economy).  This particular plane really needed an update.  The monitors in the backs of the seats were very small and the resolution was terrible.  If you are on the 2 side, the seat closest to the window has a large metal box under it which takes up space under the seat in front of you.  The economy seats also do you have any power source.  Also most of the 2 side (duo) you also have to pay extra for those seats.  The business class seats are not updated to the lie flat, herringbone configuration either.","2017-03-05"
"1","The worst customer service I have ever experienced!","I flew to Paris with Flybe and then was supposed to fly onwards with Air France to South Africa. Due to poor weather I missed my connection in CDG, arriving at the closed gate 15 minutes before take off. I completely understand that poor weather is out of airlines' hands, and so went about rebooking my flight. I won't go into detail, but the guy that served me had NO idea what he was doing. He rebooked me onto a flight that night after an hour and a half wait at his desk, and in a flight attendants words that I spoke to later, I had no hope in hell of making the connection that he had booked me on, then they lost my luggage for 4 days, on top of everything else. When I made a claim, after my holiday, They were rude and sarcastic. They have no human view of a problem, they just saw the black and white of airlines and figures and passed the blame onto everyone else in order to delay my complaint in hope I'd give up. I had a luggage label on my case when it arrived, proving my lost suitcase had stayed in their hands, yet they told me to complain to the airline they'd rebooked me with; just a small example of their happiness to not deal with the complaint. 
It is still an ongoing case as all they have offered me is a minimal voucher on a flight I paid over £750 for. I understand they cannot give me compensation due to the weather delay, but on a human level, they caused me so much stress unnecessarily and I actually missed a wedding because even the flight they rebooked me onto was delayed, but they do not understand it on an compassionate level, because their computer tells them I am not entitled to anything. 

I can honestly say this is the worst experience I have ever had in my life with customer service, I had never flown with Air France and spoke to someone two days before my flight. They told me flying with Air France is the biggest mistake I could make, so this is clearly a well known thing. 

Please, do not think that the flights are cheaper and it will be worth it. If the flight had been on time and I'd arrived as intended etc maybe my review would be different, but I didn't and it gave me an opportunity to experience their customer service in an emergency situation. They followed none of the policies on their website...I suggest before you book with them you look at the likelihood of there being a delay or issue with your flight. If there is, you are on your own.","2017-03-05"
"3","Code share flight with Flybe, arrived early but bag missed connection","Code share with Flybe so all economy. Sat in 1b so extra legroom. Seat was comfortable and the flight arrived 15 minutes early

My bag missed the connection as my flight from Bangalore arrived 10 minutes late making my connection only an hour. AF delivered my bag that evening at 6pm (flight landed 10am so no real issue)

Birmingham airport had no-one on the baggage desk so I waited 20 minutes after the bags arrived before someone could be bothered to turn up. I had tried to use the phone on the desk but it just rang out

You have to pay for refreshments because it is a code share","2017-03-05"
"4","Excellent airline and service","Very good service that could be sometime affected when the provider is not air france directly and the flight service is provided by their cheaper airline. If you are flying with Air France, the service is great, otherwise if you are traveling via cheaper Air France provider, then the cost versus services is really bad, and is not a point to travel with them. very expensive for a bad service or attitude.","2017-03-05"
"4","Excellent service","A lot has been done by AF recently and it shows.
Beyond the upgraded cabin with flat bed, the service has really improved and the crew was very nice, polite and professional.
The meal service was very good too although the food itself was average.
To me the wines selection has gone down in quality, but the overall experience driven by the service deserve a special mention.
Well done.","2017-03-04"
"3","Hard to provide excellent service if the airline puts 468 seats in a B77W...","...but it should not be an excuse.. Anyway I understand that profit is first and then comes customer satisfaction just this is not the best way to the future. This was the motto at the low cost carriers like Ryanair but now - as they lead the market - they opened for better services. Well done. 
Back to AF, Im vegan so im asked for vegan meal but i always ask if its really vegan or just vegetarian. France is a land of chees you never know.. :) but the assistant questioned me did i really ordered vegan menu? Of course, but even he/she should provide me the service and not questioning me.. 
Anyway not so bad but plenty of room to improve.","2017-03-04"
"5","What are those ppl talking about??","Flew with Economy in Sep 2016, it wasn't all that bad! The air hostesses were very nice and kind to me and always greeted me with a smile! I don't understand why they are SO MANY DEMANDING PPL THAT THINK OF 'EM AS ARROGANT, perhaps YOU ARE THE ONE WHO'S ARROGANT in the first place that got you to be treated that way. At any case, it was good to have free wine as a choice of beverage) Although I myself don't like wine that much. MERCI BEAUCOUP L'AIR DE FRANCE!","2017-02-04"
"1","Never again!","I am AirFrance customer for > 15 years, Platinum for many years (I am still currently), and I cannot stop comparing offers from other competing companies. AF does not fly to KL anymore. At check in in Paris staff refused to check in our luggages till KL but only to Singapore (Flight AF to SIN, then to KL with Malaysia, still partner to AF as indicated in AF inflight magazine). As a consequence I had to rebook last minute other flight to KL, find hotel in SIN, ... I wrote to AF, and so far I received after 3 weeks a message saying that they will investigate. What a service! The return flight from SIN yesterday (landing today, AF 257) was of very poor quality in terms of service, unfriendly staff on board, poor quality presentation of food and drinks of low quality. During my stay in KL I had to fly quickly back to Paris, last minute. I flew Thai Airways in business (for a price cheaper than eco premium AF), what a difference. I drew the conclusion myself, NEVER AGAIN. NEVER.","2017-02-04"
"3","Good service ","No complaints about this flight I enjoyed it sears were comfortable food was OK 

The cabin crew were good and times were fine","2017-02-03"
"4","We regulars on Air France out of SFO","We fly both Premium Economy and Economy depending on the time of day and the direction out of SFO. We have flown others to Europe, but Air France has consistently good service. The aircraft are A380's and they are huge, but give more space. I personally do not understand how they get off the ground. but they are comfortable and more quiet. The little extras that Air France does are helpful.","2017-02-03"
"1","Nightmare.","Air France has absolutely the worst customer service of any company I have ever flown with in my life, and that includes budget airlines. My first trip on Air France they lost my baggage. The first time I had ever had a bag go missing in a lifetime of travel. I had an important dinner that night and the suitcase contained my most expensive clothes, so I was freaking out. I was so happy when my bags arrived on the next plane that I was willing to forgive the incident. But my last trip from Paris to Los Angeles was so horrible that I was literally in tears. I'll spare you the entirety of the ordeal, but when I was checking in at CDG I was treated so badly by the AF staff that I was speechless. It was as if they were intentionally trying to fulfill the stereotype of French people being rude. Is this a joke? One of the women even had the audacity to YELL AT ME when I pointed out that her associate had not communicated appropriately. The nice man who finally checked my bag in (the only decent human being I encountered) said they might be able to check my second bag for free because of the trouble and went to ask his supervisor. I waited for this woman for fifteen minutes. When she finally got around to speaking to me SHE YELLED AT ME AS WELL. I said, are you serious? I waited here for fifteen minutes for someone ELSE to be rude to me!!? I hadn't even asked to have my second bag checked for free, the agent had suggested it. Enough of these people. I finally get through that and get on the plane and start to calm down. One upside was that the two seats next to me were empty so I could lay down. I hadn't been able to sleep on the flight in because it was too cold and their seats are incredibly uncomfortable, so I was jetlagged the entire week I was in Paris. So what happens? The steward WAKES ME UP to ask if my seat belt was fastened. Whaaaaat!? Are you kidding? You don't wake passengers up on an overnight flight unless there is severe turbulence or an emergency. I was, of course, unable to go back to sleep after that. More, their website is essentially non-functional and I have repeatedly had problems making bookings online... it stalls out and loses data, making it difficult or impossible to progress through the system. Amateur hour compared to other airlines. The onboard entertainment system is also awful and half the menus don't work. I was unable to buy food and just got an ""error"" screen. Oh, and no wifi! Also, they didn't link my itinerary to my Flying Blue account as I asked and the online system will not allow me to add the miles manually. I called and the phone rep was unable to help me either. Huh? At this point I honestly don't care because I seriously doubt I will ever fly with them again.","2017-02-03"
"5","It takes courage to fly to Port Harcourt, Nigeria (via Abuja)","One has to give Air France that they have no lack of courage and continue to serve Port Harcourt, Nigeria -voted the worst airport in the world, where the arrivals hall is a poorly airconditioned tent- via Abuja, an airport with a potholed runway. We very much enjoyed the pleasant service in the business clas onboard the Air France A330 from Charles de Gaulle on this itinerary. 

One can hardly blame Air France for not using their newest plane on this route, and hence somewhat outdated business class seats with smallish TV screens. Also one cannot blame Air France for the terrible transfer at Charles de Gaulle where we had to wait 45 minutes in line for a passport check going from terminal 2F to terminal 2E. 

There was no evening meal served on the flight arriving at 19:10 but the stewardesses were so kind as to give as a second meal tray, since we could not expect any more dinner after the long wait in line at bureacratic and corrupt Port Harcourt immigration and transit to our companies residential area. That was very friendly. The cabin staff also spoke excellent English.","2017-02-03"
"4","Upgrade to business class","Air France... I'm not a fan at all but honestly, this short 50 mins flight (AF1607j on an Embraer 190 in their Classe Affaires was quite a surprise. As a Flying Blue Platinum member I got upgraded at the gate due to an overbooked Economy class. Good food, nice wine, super helpfull, friendly and professional. I'm used to arrogant ""hautaine"" Air France crew. Thank you Air France! ","2017-02-03"
"5","Air France","Wow! Delta booked the SFO to Paris portion of my recent Italian vacation with Air France and I was very pleasantly surprised...I fly to Europe once a year and I have never had so much leg room and fantastic service! Thank you Air France!","2017-02-02"
"2","Classe affaires with a french ""je m'en fou"" service","A 13hr flight in a recent full flat business class seat on a Boeing 777/300 ER with thé Air France. The majority of people only (can) only dream about. Well, the seat was very comfortable, one of the best ever, but that's about it. Good entertainment system.  The whole crew was arrogant (""hautain"" as the french would call it). The majority of the food and drinks (wines) on the menu was not available and the crew just couldn't handle serving passengers who paid a lot for their ticket. Definitely not even worth a third of what we paid for this ticket. The food and drinks were not what you expect. Regular wines, simple dishes. Nothing special at all.","2017-02-02"
"5","Dependable","I fly a fair bit with Air France and have done both Economy and Business Class. Food is always good, much better in Business of course. Flights are usually on time unless there is a strike of traffic controllers or some group or another but for the most part there is not a problem. Flying through CDG can be stressful especially with connections, you usually must go through security once again and there can be line ups. Flight crews are pretty good and very helpful, if the flight is not full they will usually seat you somewhere else with more space, very nice touch. ","2017-02-02"
"3","Not a good experience","I was supposed to travel to Hannover on 17 Jan from bangalore. Initially it was announced as delay and after 2-3 hours of continuous delay, flight got cancelled.
After cancellation, de-immigration and getting a new flight ticket was another 2-3 hours Job.was not so happy. after multiple followups they had provided us ticket via Lufthansa for the next day ( 1day was wasted). Return ticket was via Air france and I could clearly make out the difference between Air france & Lufthansa.","2017-02-01"
"4","Comfortable","Cape Town to Paris, Paris to Atlanta.  Long flights.  The crew was very good and did a great job, friendly and welcoming.  The plane was comfortable. The food was quite acceptable!  Good job all round!","2017-02-01"
"2","poor service","a poor overall service from a second right flight company ,we wasnt looked after like you would be on british airways ,unfortunately no direct flight from manchester so had to go via france and this company never again spoilt my trip","2017-02-01"
"5","AF010","Paid for this partially with miles, partially with points.
As always, the food is delicious, seats are amazing and the general service is very good. The placement of the seats in the new 777 (angled) mean you never have to step over anyone to go to the bathroom.
It's still difficult to sleep but at least unlike economy, I can relax. (I'm tall)","2017-01-31"
"3","Frightful flying experience","A most disappointing experience. Airplane was grubby and dated. In flight crew were unhelpful and I felt like I was being a pain when asking for anything. I had to go in search of flight staff after pressing buzzer and it being ignored. I asked for a glass of water and was pointed to drinks that were in a galley area and had to help myself. 
Food was unappetising and hot food was only tepid.  Altogether a disappointing experience.","2017-01-31"
"2","Premium economy , especially for Air France staff and families .","First time ever on an Air France .I booked premium economy, as my partner not the best of flier. Seats were in  row 8 of premium econ the last row on the way out. .Majority of passengers appeared to be staff of Air France as the crew on flight spent their time chatting and pouring them drinks and feeding them. So much so, that we got served last ,got a half a glass of sparkling wine each as the crew looked after their friends , when i asked for more , I was told that there was only 3 bottles for premium economy passengers .now the big problem !!!! We had to put overcoats on as the temperature was baltic, having asked so many times to heat up the aircraft . someone must have left the front door open. !!!!!
On the way back was not better a little warmer inside but now we are in the back row of premium economy ,row 16 !!! more Air France staff coming back from their holidays in front of us , I guess. Service , what service , crew have got to look after their pals first . food poor , I asked , was it possible to pay money for a beer in the end as the service was so bad and as for the crew , look after paying passengers first .
 Air France get your act together I booked with you ,not with Ryanair .","2017-01-31"
"3","Terrible ground service","There is nothing special to say about the in-flight service, but our ground experience during the transit stop at the Charles de Gaulle airport was awful. 
We arrived to the terminal 2E and our next flight was from the terminal 2D. 
We were denied the admission to the Air France Lounge in the terminal 2E and they told us to go to the terminal 2D. When we came to the terminal 2D, it turned out that there is no Air France Lounge there. We came back, and they told that the Lounge was in the terminal 2C just opposite the terminal 2D. We came to the terminal 2C just to find that there was no Air France Lounge there as well. If you have been to Charles de Gaulle, you know that the distance between terminals 2E and 2D is significant, and having to run with our bags between these terminals for the many times was not what we'd expected as business class passengers.
Finally we were allowed to enter some travesty of business lounge without sound-isolation, without toilets, without business-facilities, without anything.
Finally we found that our second flight was a code-sharing operated by another company, that's why it departed from the terminal without Air France lounge. But we'd bought our tickets from Air France, we'd paid money to Air France, so we asked Air France for the service and Air France was responsible to provide it. And in any case it is not acceptable when the staff lie to clients just to send them away.","2017-01-31"
"2","Pathetic communication regarding delayed luggage","Luggage was delayed by almost 3 days. However that is NOT my complaint.

My complaint with Air France is the way they handled the situation. 

I was given a tracking number as well as a phone number to call to follow up on the progress with the luggage. This number proofed to be a total waste of time. 

As soon as the luggage was handed over by the airline to a courier company to deliver to my hotel, all communication stopped. Many and frequent phone calls to the helpdesk by myself as well as the hotel for an update was answered by ""the luggage was handed over to the delivery company, please wait for them to contact you"". 

Needless to say they never contacted me. 

To make it worse, I begged the operators to give me the details of the company so I can follow up with them myself, but they refused, saying the information is confidential, leaving me to guess when the luggage will arrive when the purpose of the trip is a week ski holiday and it is essential to have ski clothes and the local temperature ranges from -10c to -2c.

How can an airline refuse to supply information to allow a person to follow up on the progress with his luggage and leave him for almost 3 days guessing?

Shame on you Air France never again will I book on your airline","2017-01-31"
"1","Worst CS, Worst Staff, Worst Service, Worst Airline -Avoid at all cost!!!","I never had the best experience with Air France but I had no idea how grossly incompetent and unprofessional Air France is until I had to deal with its staff over the last several months trying to address a problem my husband and I had to suffer as a result of its careless mistake.  

Sept of last year, we flew into Rome from Seoul with a layover in Paris for our honeymoon. As we were traveling across Italy in train to Paris, we had a roundtrip ticket - meaning our flight back to Seoul departing from Paris for our trip back home.

Without a single notification as to flight schedule changes we did not think there would be a problem. Just to be safe, I had copies of the tickets and flight information printed out. 

When we reached the Air France counter at CDG airport, Air France representative flatly told us there’s no reservation under our names. Luckily we were able to show the agent a copy of our electronic tickets issued by Air France confirming our flight reservation. After a long wait without receiving any explanation from the agent, we were finally told that our reservation for a flight out of Paris to Seoul was cancelled since we flew into Rome from Paris after our Seoul to Paris flight assuming that we would fly out of Rome to Seoul.

To this day, we do not understand how Air France could make a mistake as to assuming that we would immediately forgo our right to use our ROUND-TRIP tickets and not fly out of Paris as originally scheduled months in advance just based on the fact that we flew to Rome using our ONE-WAY ticket. More importantly, I have never heard of an incident in which an airline cancels a customer’s flight reservation without confirming with that passenger first.

 Whether it was due to overbooking or glitch in the system, Air France made a serious mistake and as a result my husband and I could not travel back home seated next to each other. Even under a normal circumstance, such situation is not acceptable for a mishap that was caused entirely by your airline’s careless and illogical approach to managing flight reservation. 

Mind you, we were on our return trip home from our honeymoon! To make matters worse, we were going to be separated for a long period of time due to our scheduled business trips taking place shortly after our return to Seoul. Thus, my husband and I were devastated to hear that we will not be traveling together. Although we explained the situation and tried to come up with alternatives such as upgrading to Business class by paying the difference, the Air France agent was just unwilling to assist us in any manner.  Instead of trying to help us or apologizing for the grave mistake made by Air France, the agent spent the time repeating that nothing could be done before she made a threatening comment that we will miss our flight if we do not leave the counter.

We were shocked that Air France staff is not only rude, many of them do not seem to understand the basic principle of customer service.

More shockingly, neither Air France nor its staff once apologized for the ridiculous mistake it made and for insensitive behavior displayed throughout our interaction with Air France. 

And ... the AirFrance agent NEVER ONCE APOLOGIZED!

After much consideration, we reached out to Air France customer service and inform them of our horrible experience with them in hopes that their service would improve and our future trips with them would be better. 

After weeks of no response, Air France finally responded but never once apologizing or explaining why our flight was cancelled. Instead Air France sent us a generic reply ""airline will make reasonable efforts to meet seat allocation requests, it cannot guarantee the allocation of a given seat, even if the reservation is confirmed for said seat. The airline reserves the right to change the seat allocation at any time."" Along with non apologetic response, Air France offered vouchers for our troubles in an offensive amount of 75 Euros. 

We demanded an apology once again and politely declined Air France's offensive offer to save their a*#. We also re-requested for a re-issuance of a Fly Blue membership card we were never sent with. 

After 1 1/2 months of no response, Air France once again issued a generic response ignoring issues at hand and refusing to apologize for its unprofessional behavior.

Despite my husband being a long time Elite Plus member of SkyTeam / Fly Blue, we will not be spending another penny on Air France / KLM flights. 

I would give 0 for likelihood of recommending this airline and 0 for its overall service! 

 

 

 

 

 

 

","2017-01-30"
